rating,review
5.0,Very nice
5.0,Very very super
5.0,Nice product
5.0,Very nice kurti
5.0,
5.0,
5.0,
5.0,
5.0,🥰
5.0,Very nice kurti
5.0,I love it ❤
5.0,Good 👍
5.0,🥰🥰
5.0,Thik h
5.0,Awesome 💖👌🏻
5.0,👍🏻 🙂 nice
5.0,It's amazing
5.0,Khub khub valo hoyeche
5.0,👍🏻nice kurthi
5.0,Good 👍
5.0,Good
5.0,Nice kurthi loved it🥰
5.0,Nice kuarti
5.0,Nice 👍🏻
5.0,So nice 👍
5.0,Good
5.0,Very nice
5.0,Very good
5.0,Pencil
5.0,Nice
5.0,Okk
5.0,Superr.♥️♥️♥️
5.0,Very good
5.0,
5.0,
5.0,Nice 😊
5.0,
5.0,Ver nais
5.0,Good
5.0,👍👍
5.0,Happy 😊
5.0,Very good
5.0,Very nice product
5.0,Nice
5.0,Good
5.0,Very nice
5.0,Good product 👍🏻
5.0,No fitting
5.0,200
5.0,Best 👌 quality 👌 hai
5.0,Tq meesho 👌🤗🥰
5.0,Very very comfortable
5.0,☺Very nice product 👍
5.0,Excellent
5.0,👌
5.0,Good
5.0,
5.0,Superb
5.0,Nice
5.0,Very good
5.0,Bahut sundar hai
5.0,Super
5.0,So so beautiful
5.0,Nice kurti I like it ☺️☺️☺️
5.0,Nice
5.0,Just go for it
5.0,
5.0,Bahut acha hi
5.0,
5.0,Very nice
5.0,Mast
5.0,👌🏻
5.0,Super
5.0,Good I like it
5.0,Nice
5.0,Super
5.0,Nice
5.0,I like it 😍😍
5.0,Chanagittu
5.0,Completely satisfied!
5.0,.good
5.0,Very nice
5.0,Chala bhagundhi
5.0,Very nice product
5.0,Good
5.0,Very nice good quality 👍✌
5.0,
5.0,Thanks meesho
5.0,👍
5.0,
5.0,Excellent
5.0,Thanks for meesho
5.0,
5.0,My sister
5.0,Nice product 😃
5.0,𝒴𝑒𝓈 𝓁𝒾𝓃𝑒
5.0,Nice
5.0,
5.0,Super tq meesho
5.0,Quality is too good
5.0,Very good 👍😊
5.0,Nice kurti 🥰
5.0,Nice product ☺️🥰
5.0,Nice 😍😍😘
5.0,best product❤️😍
5.0,Nice
5.0,Exlent top😍😍
5.0,Thanks meesho
5.0,😍
5.0,Awesome 👍😎❤️👀
5.0,Liked
5.0,
5.0,Nice kurti
5.0,Very nice ☺️
5.0,Good
5.0,Nice 🥰🥰🥰✌️
5.0,Super
5.0,Good
5.0,Vey good 👍 👌 dress 👗
5.0,Beautiful
5.0,Nice
5.0,Good fabric
5.0,Very nice I like it
5.0,This kurta is very nice 👍
5.0,Good
5.0,Good
5.0,😍
5.0,Nice product super
5.0,Super tq meesho
5.0,Nice product
5.0,Nice product
5.0,Very nice
5.0,Nice 🙂....
5.0,Good
5.0,Nice
5.0,
5.0,good
5.0,Very good
5.0,Super super i like it🥰
5.0,Good Product
5.0,Nice kurti ....I love it ...💕
5.0,Super 😍 i really love it
5.0,Very good 👌
5.0,Good 🥰
5.0,Nice kurta
5.0,Nice 👍 product
5.0,Nice prodect
5.0,Nice 👍🙂 Dil khush ho gya
5.0,Very good quality 🥰😇
5.0,Super 😍😍
5.0,Good product
5.0,Best 🤗
5.0,Beautiful kurta
5.0,बेस्ट
5.0,Good
5.0,Accha hai
5.0,Very good So priti
5.0,Ok
5.0,Very nice 🤗
5.0,Good
5.0,Nice 👍
5.0,
5.0,Very nice
5.0,Bhot Accha product h
5.0,ok
5.0,Very good quality 👍
5.0,बहुत सुंदर
5.0,Bhari
5.0,Good
5.0,Very good quality
5.0,Very good
5.0,Very nice 👍🙂
5.0,👌
5.0,I loved it
5.0,Very nice 👍
5.0,Good
5.0,All good
5.0,इसके नीचे पजामा नहीं आय इसके नीचे पजामा नहीं आया यह आइटम अच्छा है
5.0,"Nice,"
5.0,Good
5.0,So cute 🥰❣️
5.0,Nice 👍
5.0,Nice
5.0,Good
5.0,Good product ❤️
5.0,Nice 👍
5.0,Nice product
5.0,🤩🤩😍😍
5.0,Excellent 😃
5.0,छान आला
5.0,I love it 😍♥️
5.0,Quality is good
5.0,Very good service
5.0,👌
5.0,Good
5.0,nice product 💞💞💞💞💞💖💖💖❤️❤️❤️tq meesho 💞💞💞💞
5.0,Very nice
5.0,Accha hai
5.0,Very good 👍
5.0,🥰🥰
5.0,🥰🥰
5.0,Nice
5.0,This Kurti is awesome 🥰
5.0,Nice
5.0,Darun
5.0,Best
5.0,nice kurti
5.0,Vary nice
5.0,Very good
5.0,Nice product 🥰
5.0,Very good
5.0,Good 😊
5.0,Nace
5.0,Super
5.0,Good quality 👍
5.0,Valo
5.0,Worth for money
5.0,Very nice 👍😇
5.0,Best quality
5.0,Nice
5.0,It's very good I like it 👍
5.0,👍🏻👍🏻
5.0,Very good
5.0,Good 🎀but cloth is ok
5.0,Khub valo
5.0,Osm
5.0,Nice dress 👗
5.0,Good
5.0,Super meesho
5.0,Bahut achha hai
5.0,Very nice product ♥️♥️
5.0,Super 🫶
5.0,Very good 👍👍😊
5.0,Rukmani Bhoi
5.0,Nice dress 👗
5.0,Nise
5.0,👍🏻
5.0,Super 👌
5.0,Very good prudect
5.0,Legis nahi he
5.0,Best quality
5.0,So beautiful 😍
5.0,Good
5.0,Very good Nice ❤️❤️
5.0,Nice
5.0,Nallath
5.0,Nice kurti tnxx meesho
5.0,🥰🥰🥰
5.0,👌👌👌
5.0,😍😍😍
5.0,Good quality 😌♥️
5.0,Nice
5.0,Good 👍
5.0,Good 👍👍👍
5.0,Very nice kurti ❤
5.0,Excellent
5.0,Saru
5.0,Very nice product ￼
5.0,Nice
5.0,Very very nice product
5.0,Bohut accha hai
5.0,Very nice ??
5.0,Nice
5.0,Supper
5.0,Nice
5.0,Good
5.0,Very nice 👍
5.0,Super....
5.0,Good
5.0,Thank you nice product
5.0,Nice💐
5.0,Badhiya hai
5.0,good ❤️❤️
5.0,Size issue
5.0,Achha h
5.0,Very good
5.0,Very nice
5.0,Good
5.0,Very good product... ?
5.0,🥰Wow one...Nice product 😊✨....
5.0,Amazing thanks meesho
5.0,Nice product
5.0,ACH hai product
5.0,Very good quality
5.0,Exlent
5.0,Good product
5.0,Nice
5.0,Very nice 👌😊👍 I like it
5.0,Nice ?
5.0,Super
5.0,Very nice
5.0,Nice
5.0,Awesome 👍
5.0,❤️❤️👌
5.0,Good quality ❤️❤️❤️❤️❤️
5.0,Super dresseseee *******
5.0,Nice
5.0,Nice product
5.0,So good
5.0,Good quality at the lowest price. Thank you Meesho.
5.0,Nice kurti considering the price. Just to see color is fading or not
5.0,"Very nice kurti but it little tight in size,buy one size bigger."
5.0,Super product price ke according bahut e acha hai❤
5.0,🤩Nice kurti my first online shopping such a nice amazing good quality provide meesho so thank you my first experience very good for online shopping such a amazing and black colour my favourite 🖤🖤🥰♥️👀💞🦋
5.0,आच्छा है
5.0,Thora aacha dekhi Raha ha
5.0,Daily used ke liye achi hai le sakte aap
5.0,"Quality of the cloth not good, short length"
5.0,It was good according to price
5.0,Nice top nice kurti nice
5.0,Nice picture
5.0,Nice
5.0,Super
5.0,Acha laga
5.0,Good❤️
5.0,Good
5.0,Beautiful suit 😍
5.0,
5.0,
5.0,Very good
5.0,Nice dress
5.0,Nice kurti
5.0,Hands only upto elbow.
5.0,I'm so happy 😊
2.0,I love this ❤️
+4,খুব সুন্দর হয়েছে 👍👍
4.0,Darun🥰👌
3.0,So good tx meesho
3.0,I really love it !
3.0,Nice
3.0,Nice 👍
3.0,Nice product
4.0,👍😊
4.0,Osm
4.0,Good 👍
4.0,"It is a very good product and the fabric is also very good, you can also buy it"
4.0,This product is excellent........ According to its price....... I love 😍 it........ You can buy it without any doubt
4.0,Yah gift Jo aaya hai bahut achcha hai bahut achcha hai bahut achcha hai bahut
4.0,Thik h..pr kapda bahut jada patla h..200 ki kurti h to km se km kapda to thik de skte h..astar jesa kapda lg ra h..
4.0,Plaza nahi Nikla only kurti Nikali hai
4.0,Nice kurti. Thank u mesho
4.0,Good according to the price
4.0,Good quality as per price
4.0,Return order Ho chuka hai Paisa nahin mila Abhi Phone per paisa Paisa account mein Return parcel kiye Paisa nahin mila abhi apna Phone per maar dijiye 9309840234
4.0,Colour is good but length Kam h or fabric bhi thik thaak hi h I am not satisfy totally 🙂
4.0,Best
4.0,Ok ok 👌
4.0,244235
4.0,Good quality
4.0,Very good 👍
4.0,Ok
4.0,Super
4.0,Very nice kutri
4.0,Super i like
4.0,Thank u meesho
4.0,nice product
4.0,👌👌👌👌👌👌👌
5.0,Super nice 💯
5.0,Good
5.0,Ok
3.0,Very super
4.0,Nice
4.0,Acha hai
4.0,Semmma
4.0,Nice
5.0,Very good quality
3.0,Very good
5.0,.
5.0,Super 😍 product
5.0,Good
5.0,Very Perfect Dress
5.0,good
5.0,Very good 👍😊😊😊😊
5.0,Super 😍
5.0,Nice product
5.0,Loved the kurti
5.0,Nice
5.0,
5.0,Very nice
5.0,Very good
5.0,No
5.0,Super
5.0,✨💖
5.0,Beautiful ❤️
5.0,Khub saras
5.0,Ok
5.0,Super
5.0,Osm
5.0,Very nice
5.0,Good
5.0,Very nice
5.0,Nice work
5.0,Pi
5.0,Bahot achha
5.0,Comfort
5.0,Super cute
5.0,Good
5.0,Super
5.0,Good
5.0,Very nice
5.0,Khup chan aahe ..thanaks 🥰
5.0,Nice
5.0,Good
5.0,Ncr
5.0,Good 👍 nice
5.0,Super
5.0,Good
5.0,Nice kurti
5.0,Very nice 🙂
5.0,Good
5.0,Very nice
5.0,Super
5.0,nice
5.0,Good feeting
5.0,Good
5.0,Tq meesho 🫰
5.0,Good quality
5.0,Product achcha hai
5.0,Thanks meesho
5.0,Super
5.0,Its looks very amazing 🤩
5.0,Nice product
5.0,V good
5.0,Good
5.0,Varey good
5.0,Good
5.0,Good 😊😊💯
5.0,Good
5.0,Very good
5.0,Very good
5.0,Good
5.0,I like meesho product
5.0,Very good product
5.0,Chala bagundhi
5.0,Super😘😘
5.0,Good
5.0,Good
5.0,Super
5.0,Good stuff hai
5.0,Very good
5.0,Excellent
5.0,
5.0,Bahut hi accha hai ye 🤟🤟
5.0,Nice
5.0,
5.0,Very good product
5.0,Nice
5.0,Thankyou mesho
5.0,Very amazing product
5.0,Very good 💯
5.0,Spr
5.0,Good 😊👍🏻
5.0,Gurundia
5.0,Good
5.0,Thanks
5.0,Good
5.0,Cloth supper
5.0,Good
5.0,Thik hai
5.0,Same aaya h thank you 😊
5.0,Bahut hi achha hai
5.0,Nice
5.0,Nice👍
5.0,Good 👍
5.0,Good
5.0,Bahut badhiya hai
5.0,Good comfortable
5.0,
5.0,Very good
5.0,Nice
5.0,Pajami deni chahiye
5.0,Good
5.0,Nice
5.0,Very nice👌
5.0,खूप छान 👌😊
5.0,Nice....
5.0,It’s good
5.0,Nice
5.0,Nice
5.0,Nici
5.0,Super quality
5.0,Very good
5.0,Tr
5.0,Spr
5.0,Almost good
5.0,Very good product 👍
5.0,Nice
5.0,Size
5.0,Value for money
5.0,Very good👍
5.0,Very good
5.0,Ok
5.0,Okok
5.0,Nice kurta
5.0,Very nice
5.0,Good
5.0,Very nice 👍🏻
5.0,Super
5.0,সত্যি জামাটা খুব সুন্দর দাম অনুযায়ী জামাটা বেশি সুন্দর। 🥰
5.0,Super
5.0,Nice
5.0,Kya karoo
5.0,Supar
5.0,😀😀
5.0,Good quality
5.0,good
5.0,👌
5.0,Pasand nahin aaya
5.0,चित्र
5.0,Very good quality
5.0,Very good product
5.0,Bahut achcha hai
5.0,Its is good
5.0,Very good 👍
5.0,Good
5.0,Good quality.
5.0,I
5.0,Hkkk
5.0,Nice 👍👍
5.0,Good quality
5.0,Nice
5.0,Good
5.0,Good
5.0,Good
5.0,Nice 👍
5.0,Okay Okay
5.0,Good
5.0,Good
5.0,Bahut accha
5.0,Very ब्यूटीफुल
5.0,R
5.0,Very nice suit
5.0,V.good
5.0,Nice product
5.0,Nice
5.0,Nice colour
5.0,Its very good
5.0,Very good product
5.0,Good
5.0,
5.0,Nice 👍
5.0,The kurti is so nice
5.0,💗
5.0,Very good product
5.0,Nice 👍
5.0,Nice
5.0,Good
5.0,Nice kurti
5.0,Nice 👍🙂
5.0,Hii
5.0,.
5.0,Good
5.0,Swt
5.0,Good
5.0,Best product ❤️🫶🏻👌
5.0,Supper
5.0,Very good
5.0,Very nice
5.0,Beautiful 😍
5.0,Good
5.0,Very good product
5.0,Superb Kurti
5.0,Bana
5.0,Achh h
5.0,Mast
5.0,Bad
5.0,बहुत अच्छा
5.0,Very nice
5.0,Good product
5.0,Good 😊
5.0,Size is not profect
5.0,Jo size and colour dekha tha same aaya h
5.0,Fabric is good I liked it
5.0,Nice looking beautiful dress
5.0,"Excellent one, value for money"
5.0,💝🤭etgsgshshfsshfdgss💝bs🌹hd🌹ryhd🌹h💐zb💐nGs🙂su🤭uy❤️💝et🌹🏠🙂t🥲
5.0,Nice Product and the Quality is good…
5.0,Very nice product 💯 size bhi pahut achha aya he h
5.0,According to price the product is perfect.
5.0,This product is amezing
5.0,"Very good,but need some more colours same price"
5.0,Good fabric and beautiful dress
5.0,Very good.worth for this price
5.0,My product is very nice 👍🏻🙂 l am happy
5.0,"Good colour,good size thank you meesho"
5.0,Good service and best product
5.0,Very nice product ❤️ thank meesho 💞🥰
5.0,Good quality price worth
5.0,Wow so very nice beautiful
5.0,good one👍 everything is nice👏
5.0,aapka parcel bahut Achcha Hai idhar
5.0,Good product and pretty
5.0,"Fabric is good , transparent"
5.0,"Black kurti is beautiful, it's fabric is also good👍"
5.0,Good quality at afordable range...thank you meesho
5.0,Very nice kurti and also budget friendly. I like this kurti. Its very beautiful and comfortable. 😍😍😍😍
5.0,Perfect clothing and fit. Definetely can go for this without even checking. Perfect git
5.0,The package was very good i really like that this was my first order i dont expect that from messho for the first time thx 😊
5.0,All rounder best kurti was received by Mee. 😊 Thankyou Meesho for these lovely Kurtis my mother was so happy when they see or try. The material was very good and design was catchy and nice 👍🏻. But one Little disappoint i noticed is that they after One washed the colour was gone not too much but little. So be careful at the time of washing guy's. Don't use bleaching. Clear with soft rubbing hands or don't too much wash in the washing machine because of his design stich on clothes. Otherwise Kurtis was amazing 😍❤️
5.0,"Dear Meesho I ordered a product which did not fit me properly. I have already returned the item as per the return policy, but I have not yet received my refund. I kindly request you to process my refund as soon as possible payment not received yet"
5.0,Kpda bahut bdia aa bilkul same product aya aa pr size tng aa iss lyi exchange Krna aa delivery v bahut fast aa thnx meesho 3 din pehla hi product aa gya aa hun exchange krke eve da hi same kpda te design bhej do seti seti
5.0,"Product was very nice but size Chhota thà, Mane M size mangvaya tha mujhe L size àata, fir bhi màne rakh liya, apni devrani ke liye, product to jàsa pic me dikhaya gya h bilkul Wasa h .,thanx meesho, ASE products hi señd kàrte raho"
5.0,"It is very good dress but i select small it was very small to me If you want to buy this you select extra by your actual measument Good cloth, colour is not fade, good quality material, price wise it is worth"
5.0,"Whenever I have ordered something from Meesho, I have never been disappointed. But I want the item I ordered to have the proper company name. So that it is more look valueable. . I hope you'll doing something. ..... 😊❤️ THANKYOU MEESHO"
5.0,Pheli brr order Kiya toh product pura exchange tha but phir exchange Kiya iske bdd product bhut aacha aaya h main khush hu iss dress se ...but mesho se order krna kuch v difficult h Thora product pr dhyan nhi dete h ye log😔🙂🙂
5.0,Amazing product quality is super ..... But bahut let se delevery diya itana problem nhi hona chahiye kisi kash din ke liye book Kiya tha lekin aapki wajah se wo moment kharab ho gaya
5.0,The product quality is good. Didn't expect in such low price the quality will be this good. Overall i like the kurti but only issue is of fitting it's little tight. So exchanging the product.
5.0,Wow so beautiful kurti is a so best kurti acchi quality hai aur paiso ke hisab paison ke hisab per acchi I hai sirf inhone 4 din mein delivery kari hai
5.0,Perfect size and everything looks great but my mom is saying that the color may fade or it becomes tight after washing. So I need to wash and see after one use.
5.0,It's too good go for it Nice kurti mera camera quality thoda kharab hai isiliye photo per dhyan mat do bakii kurti is very good and fabric is pure cotton it's to good go for it
5.0,I just received the product its amazing !!...but order 1size bigger than ur normal sizee...otherwise its mindblowingg according to its price...worth it product go for it❤
5.0,🏏 CSK vs RCB Match 8 RCB batted first and scored 196/7 in 20 overs CSK now at 8/0 in 1.1 overs Get live updates of IPL 2025 on desh.app/telugu
5.0,I love this kurti second time I purchase this first time I select L size this is too tight after wash so sec time I select Xl this is good 😊
5.0,First it was looking like a plastic cover material but after wearing it I just loved it and one of my favorite dress in the wardrobe
5.0,Achha product hai koi bhi le sakte ho product ka pick nhi hai mere paas but mujhe pasand aaya aap log bhi mangwa sakte ho 👌👌👌👌 thank you messo
5.0,Just love the product 😍❤️this is first tym that i m fully satisfied with the product just love it❣️…material quality is very excellent
5.0,Kurti is awesome.... fabric is awesome.... fitting very well.. Quality very good.... overall very very very good product go for it guys...
5.0,"Cloth, quality and colour of the dress is so good. If your size is 'XS' buy 'S' bcz the cloth will be shrink by washing.I think this review will help you."
5.0,Kapre bhut ache h mujhe bhut pasand aaya or Maine wash krne v dekha first tym to sabhi kapre se color thora bhut jata h isme se v gya h but acha h
5.0,A one quality and premium clothe full of cost awesome❤️ And i am soo much happy for thiss clothe value for money and veryy beautiful design 👌🏻￼￼
5.0,Wow such a wonderful kurti price ke hisab se bhot acha h Delivery time se phle he ho giyi delivery boy ka nature bhi bhot acha h
5.0,Good product anyone interested work from home housewife student job person contact in this number 👉 9214 59 2814
5.0,Bahut achcha hai size bhi perfect aai h or jaisa dikha raha tha waisa hi aaya hai. Kapda bhi bahut achcha hai. I'm happy.
5.0,The cloth was good and there is no damage.I am glad that the product was good and every one can buy the product confidently
5.0,Nyc kurti. Quality wise amazing Just buy for it but this product was delivered too late. It's very disappointing.
5.0,It was so nice I wondered when I saw it and it fit for me where will I didn't think it will be this much of nice
5.0,The quality of the kurti is the best and you will hardly find such a quality kurti at such a low price (Thank you Meesho)
5.0,It's awesome thanks meesho size is fantastic and colour was perfect and fabric is so comfortable and very good 😍😍
5.0,Sab kuch bohot acha 😍😍 fiting is all so nice( size xs) but iska fabric ok ok h baki itne saste me aur kya chiye 😊👀🥰
5.0,This is actually really nice fitting kurti I have ever worn....this has won my heart... Fabulous!! Definitely go for it 🤩
